epoch,seconds,min,max,mean,median,percentNodesUsed
0,2.31,-203.37,-202.51,-202.74,-202.65,43.61
1,2.59,-203.59,-202.55,-202.79,-202.65,43.61
2,2.51,-202.90,-202.62,-202.73,-202.69,43.61
3,2.37,-202.89,-202.50,-202.64,-202.60,43.61
4,2.30,-202.86,-202.45,-202.68,-202.64,43.61
5,2.53,-203.15,-202.65,-202.80,-202.72,43.61
6,2.26,-203.02,-202.63,-202.76,-202.73,43.61
7,2.29,-202.84,-202.58,-202.74,-202.76,43.61
8,2.26,-202.76,-202.62,-202.69,-202.68,43.61
9,2.48,-202.95,-202.49,-202.68,-202.69,43.61
10,2.36,-202.78,-202.58,-202.68,-202.65,43.61
11,2.17,-202.81,-202.48,-202.66,-202.67,43.61
12,2.47,-202.84,-202.50,-202.70,-202.73,43.61
13,2.62,-202.86,-202.49,-202.68,-202.75,43.61
14,2.85,-202.86,-202.46,-202.70,-202.75,43.61
15,2.66,-202.79,-202.55,-202.66,-202.66,43.61
16,2.67,-202.89,-202.51,-202.65,-202.66,43.61
17,2.43,-202.77,-202.50,-202.66,-202.68,43.61
18,2.59,-202.93,-202.58,-202.73,-202.72,43.61
19,2.59,-202.68,-202.52,-202.60,-202.59,43.61
20,2.73,-202.98,-202.55,-202.67,-202.62,43.61
21,2.21,-203.02,-202.60,-202.79,-202.79,43.61
22,2.17,-202.92,-202.55,-202.72,-202.72,43.61
23,2.55,-203.02,-202.52,-202.80,-202.80,43.61
24,2.06,-202.73,-202.44,-202.66,-202.69,43.61
25,2.91,-202.91,-202.51,-202.68,-202.68,43.61
26,2.82,-202.82,-202.50,-202.68,-202.69,43.61
27,2.42,-202.91,-202.50,-202.72,-202.75,43.61
28,2.66,-204.77,-202.57,-202.95,-202.67,43.61
29,2.75,-202.98,-202.62,-202.73,-202.71,43.61
30,2.79,-202.89,-202.38,-202.63,-202.63,43.61
31,2.30,-202.77,-202.61,-202.72,-202.73,43.61
32,2.39,-202.83,-202.54,-202.68,-202.66,43.61
33,2.28,-202.84,-202.57,-202.72,-202.70,43.61
34,2.57,-205.04,-202.44,-203.01,-202.71,43.61
35,2.39,-203.07,-202.50,-202.70,-202.63,43.61
36,2.47,-204.83,-202.60,-203.00,-202.65,43.61
37,2.68,-202.76,-202.62,-202.68,-202.66,43.61
38,2.88,-202.73,-202.55,-202.64,-202.63,43.61
39,2.77,-202.82,-202.60,-202.66,-202.63,43.61
40,2.54,-202.90,-202.57,-202.73,-202.71,43.61
41,2.46,-202.86,-202.59,-202.67,-202.61,43.61
42,2.73,-202.80,-202.64,-202.73,-202.73,43.61
43,2.33,-202.93,-202.48,-202.70,-202.70,43.61
44,2.12,-203.09,-202.43,-202.71,-202.69,43.61
45,2.64,-202.75,-202.56,-202.64,-202.63,43.61
46,2.98,-202.84,-202.42,-202.70,-202.71,43.61
47,2.17,-202.71,-202.57,-202.63,-202.61,43.61
48,3.61,-202.86,-202.55,-202.70,-202.71,43.61
49,2.22,-202.76,-202.59,-202.64,-202.61,39.34
50,2.24,-202.88,-202.48,-202.65,-202.58,39.34
51,2.25,-202.78,-202.61,-202.72,-202.74,39.34
52,2.10,-202.74,-202.41,-202.60,-202.60,39.34
53,2.39,-202.89,-202.48,-202.71,-202.70,39.34
54,2.73,-202.86,-202.58,-202.70,-202.67,39.34
55,2.42,-204.78,-202.63,-203.05,-202.80,39.34
56,2.29,-202.86,-202.51,-202.69,-202.79,39.34
57,2.40,-204.68,-202.54,-203.14,-202.68,39.34
58,2.48,-204.71,-202.62,-203.17,-202.82,39.34
59,1.98,-202.96,-202.56,-202.72,-202.67,39.34
60,1.97,-202.90,-202.52,-202.74,-202.73,39.34
61,2.02,-202.87,-202.59,-202.71,-202.70,39.34
62,1.94,-202.82,-202.66,-202.74,-202.71,39.34
63,2.21,-202.84,-202.51,-202.65,-202.65,39.34
64,2.29,-204.73,-202.57,-202.97,-202.71,39.34
65,2.36,-202.75,-202.59,-202.65,-202.62,39.02
66,2.07,-204.90,-202.69,-203.33,-202.77,39.02
67,1.95,-202.84,-202.54,-202.72,-202.72,39.02
68,2.44,-204.63,-202.52,-202.98,-202.71,38.36
69,1.97,-202.91,-202.64,-202.79,-202.78,38.36
70,2.11,-203.06,-202.53,-202.74,-202.72,38.36
71,2.27,-202.94,-202.68,-202.83,-202.83,38.03
72,2.33,-202.91,-202.61,-202.73,-202.73,38.03
73,2.34,-202.82,-202.53,-202.69,-202.67,38.03
74,2.01,-204.80,-202.55,-202.99,-202.70,38.03
75,2.36,-202.79,-202.56,-202.70,-202.71,38.03
76,2.08,-202.84,-202.59,-202.71,-202.70,38.03
77,2.14,-203.15,-202.55,-202.75,-202.66,38.03
78,2.28,-203.27,-202.63,-202.80,-202.72,38.03
79,2.31,-202.77,-202.54,-202.63,-202.60,38.03
80,2.29,-202.74,-202.49,-202.59,-202.57,38.03
81,2.20,-203.01,-202.53,-202.73,-202.74,38.03
82,2.40,-202.79,-202.48,-202.62,-202.63,38.03
83,2.09,-202.76,-202.54,-202.63,-202.62,38.03
84,2.27,-202.77,-202.56,-202.69,-202.71,38.03
85,1.93,-202.98,-202.50,-202.73,-202.77,38.03
86,1.95,-202.80,-202.63,-202.73,-202.74,38.03
87,2.39,-202.76,-202.57,-202.62,-202.60,38.03
88,2.30,-202.87,-202.65,-202.75,-202.75,38.03
89,2.40,-202.88,-202.54,-202.68,-202.65,38.03
90,2.47,-202.94,-202.54,-202.67,-202.66,38.03
91,2.60,-204.96,-202.56,-203.01,-202.71,38.03
92,2.39,-202.80,-202.52,-202.63,-202.59,38.03
93,2.00,-202.80,-202.49,-202.63,-202.61,38.03
94,2.54,-202.92,-202.57,-202.74,-202.73,38.03
95,2.43,-202.89,-202.56,-202.71,-202.70,38.03
96,2.72,-202.85,-202.59,-202.74,-202.78,38.03
97,2.28,-202.88,-202.48,-202.78,-202.83,38.03
98,2.48,-202.87,-202.47,-202.61,-202.57,38.03
99,2.45,-202.84,-202.55,-202.70,-202.74,38.03
100,2.31,-203.10,-202.53,-202.76,-202.83,38.03
101,2.15,-202.77,-202.46,-202.66,-202.73,38.03
102,2.65,-204.89,-202.63,-202.97,-202.66,38.03
103,2.70,-202.96,-202.43,-202.72,-202.70,38.03
104,2.60,-202.80,-202.62,-202.69,-202.70,38.03
105,2.49,-202.82,-202.49,-202.66,-202.65,38.03
106,2.17,-202.87,-202.57,-202.68,-202.66,38.03
107,2.14,-202.83,-202.51,-202.64,-202.63,38.03
108,2.45,-202.76,-202.64,-202.69,-202.68,37.70
109,2.10,-202.87,-202.59,-202.69,-202.64,37.70
110,3.16,-202.98,-202.52,-202.67,-202.57,37.70
111,2.48,-202.91,-202.56,-202.71,-202.69,37.70
112,2.49,-202.82,-202.55,-202.70,-202.72,37.70
113,2.68,-205.09,-202.50,-203.02,-202.68,37.70
114,2.63,-202.89,-202.56,-202.67,-202.61,37.70
115,2.67,-204.96,-202.50,-202.97,-202.69,37.70
116,2.30,-202.78,-202.41,-202.65,-202.67,37.70
117,2.48,-202.77,-202.44,-202.63,-202.63,37.70
118,2.69,-202.81,-202.57,-202.68,-202.68,37.70
119,2.80,-202.74,-202.50,-202.64,-202.62,37.70
120,2.55,-202.82,-202.43,-202.60,-202.57,37.70
121,2.55,-202.83,-202.53,-202.67,-202.65,37.70
122,2.79,-203.04,-202.61,-202.74,-202.71,37.70
123,2.06,-202.82,-202.61,-202.71,-202.70,37.70
124,2.63,-204.95,-202.56,-202.99,-202.63,37.70
125,2.47,-202.89,-202.42,-202.67,-202.64,37.70
126,2.52,-202.85,-202.54,-202.70,-202.72,37.70
127,2.19,-202.89,-202.59,-202.70,-202.66,37.70
128,2.63,-202.92,-202.45,-202.72,-202.70,37.70
