epoch,seconds,min,max,mean,median,percentNodesUsed
0,0.21,9.00,9.58,9.19,9.00,23.20
1,0.22,9.00,9.54,9.21,9.00,23.20
2,0.26,9.00,9.48,9.20,9.00,23.20
3,0.26,9.00,9.46,9.24,9.38,23.20
4,0.24,9.00,9.48,9.13,9.00,23.20
5,0.26,9.00,9.00,9.00,9.00,23.20
6,0.21,9.00,9.00,9.00,9.00,23.20
7,0.22,9.00,9.54,9.15,9.00,23.20
8,0.19,9.00,9.36,9.05,9.00,23.20
9,0.21,9.00,9.52,9.07,9.00,23.20
10,0.21,9.00,9.58,9.29,9.40,23.20
11,0.24,9.00,9.56,9.20,9.00,23.20
12,0.44,9.00,9.50,9.21,9.00,23.20
13,0.36,9.00,9.40,9.06,9.00,23.20
14,0.44,9.00,9.00,9.00,9.00,23.20
15,0.48,9.00,9.38,9.11,9.00,23.20
16,0.39,9.00,9.48,9.13,9.00,23.20
17,0.44,9.00,9.44,9.06,9.00,23.20
18,0.37,9.00,9.00,9.00,9.00,23.20
19,0.38,8.98,9.50,9.19,9.00,23.20
20,0.30,9.00,9.00,9.00,9.00,23.20
21,0.22,9.00,9.00,9.00,9.00,23.20
22,0.20,9.00,9.60,9.29,9.44,23.20
23,0.21,9.00,9.48,9.07,9.00,23.20
24,0.20,9.00,9.58,9.15,9.00,22.22
25,0.24,9.00,9.46,9.18,9.00,22.22
26,0.23,9.00,9.44,9.12,9.00,22.22
27,0.25,9.00,9.44,9.06,9.00,22.22
28,0.23,9.00,9.00,9.00,9.00,22.22
29,0.22,9.00,9.48,9.13,9.00,22.22
30,0.25,9.00,9.52,9.13,9.00,22.22
31,0.21,9.00,9.46,9.13,9.00,22.22
32,0.25,9.00,9.38,9.05,9.00,22.22
33,0.23,9.00,9.54,9.40,9.46,21.90
34,0.23,9.00,9.50,9.07,9.00,21.90
35,0.19,9.00,9.68,9.16,9.00,21.90
36,0.25,9.00,9.00,9.00,9.00,21.90
37,0.24,9.00,9.54,9.14,9.00,21.57
38,0.24,9.00,9.50,9.12,9.00,21.57
39,0.21,9.00,9.48,9.07,9.00,21.57
40,0.20,9.00,9.44,9.17,9.00,21.57
41,0.22,9.00,9.44,9.18,9.00,21.57
42,0.18,9.00,9.76,9.23,9.00,21.24
43,0.21,9.00,9.42,9.12,9.00,21.24
44,0.22,9.00,9.38,9.05,9.00,21.24
45,0.20,9.00,9.48,9.32,9.44,21.24
46,0.25,9.00,9.52,9.12,9.00,21.24
47,0.23,9.00,9.48,9.13,9.00,21.24
48,0.22,9.00,9.54,9.14,9.00,21.24
49,0.21,9.00,9.44,9.17,9.00,21.24
50,0.20,9.00,9.46,9.07,9.00,21.24
51,0.19,9.00,9.52,9.07,9.00,21.24
52,0.20,9.00,9.54,9.28,9.44,21.24
53,0.19,9.00,9.54,9.15,9.00,21.24
54,0.24,9.00,9.52,9.21,9.00,21.24
55,0.21,9.00,9.54,9.20,9.00,21.24
56,0.23,9.00,9.50,9.07,9.00,21.24
57,0.19,9.00,9.52,9.20,9.00,21.24
58,0.20,9.00,9.50,9.13,9.00,21.24
59,0.21,9.00,9.48,9.13,9.00,30.72
60,0.24,9.00,9.46,9.19,9.00,30.72
61,0.23,9.00,9.46,9.12,9.00,30.39
62,0.26,9.00,9.52,9.25,9.34,30.39
63,0.24,8.94,9.56,9.07,9.00,30.39
64,0.26,9.00,9.60,9.22,9.00,30.39
65,0.26,9.00,9.56,9.20,9.00,30.39
66,0.26,9.00,9.52,9.20,9.00,30.39
67,0.29,9.00,9.44,9.12,9.00,30.39
68,0.29,9.00,9.64,9.20,9.00,30.39
69,0.27,9.00,9.48,9.13,9.00,30.39
70,0.28,9.00,9.56,9.13,9.00,30.39
71,0.26,9.00,9.50,9.07,9.00,30.39
72,0.29,9.00,9.58,9.15,9.00,30.39
73,0.28,9.00,9.48,9.07,9.00,30.39
74,0.24,9.00,9.60,9.14,9.00,30.39
75,0.23,9.00,9.56,9.15,9.00,26.14
76,0.23,9.00,9.50,9.20,9.00,26.14
77,0.21,9.00,9.42,9.11,9.00,26.14
78,0.22,9.00,9.48,9.24,9.32,26.47
79,0.22,9.00,9.62,9.26,9.36,25.16
80,0.20,9.00,9.54,9.20,9.00,25.16
81,0.24,9.00,9.50,9.07,9.00,25.16
82,0.22,9.00,9.50,9.24,9.34,25.16
83,0.20,9.00,9.40,9.06,9.00,25.16
84,0.20,9.00,9.48,9.26,9.42,25.16
85,0.23,9.00,9.44,9.06,9.00,25.16
86,0.21,9.00,9.46,9.17,9.00,34.31
87,0.29,9.00,9.42,9.17,9.00,34.31
88,0.26,9.00,9.48,9.07,9.00,34.31
89,0.27,9.00,9.58,9.16,9.00,34.31
90,0.25,9.00,9.60,9.15,9.00,33.99
91,0.27,9.00,9.56,9.35,9.40,33.99
92,0.28,9.00,9.54,9.21,9.00,33.99
93,0.27,9.00,9.62,9.29,9.44,33.99
94,0.28,9.00,9.48,9.07,9.00,33.99
95,0.22,9.00,9.48,9.13,9.00,33.99
96,0.24,9.00,9.42,9.11,9.00,33.99
97,0.26,9.00,9.48,9.13,9.00,33.99
98,0.25,9.00,9.48,9.25,9.40,33.99
99,0.26,9.00,9.44,9.13,9.00,33.99
100,0.25,9.00,9.40,9.06,9.00,33.99
101,0.26,9.00,9.42,9.06,9.00,33.99
102,0.27,9.00,9.50,9.25,9.32,33.99
103,0.24,9.00,9.92,9.21,9.00,33.33
104,0.23,9.00,9.70,9.53,9.58,33.33
105,0.24,9.00,9.74,9.33,9.50,33.33
106,0.29,9.00,9.72,9.37,9.56,33.33
107,0.26,9.00,9.82,9.29,9.00,33.33
108,0.25,9.00,9.68,9.10,9.00,33.01
109,0.22,9.00,9.86,9.31,9.00,33.01
110,0.24,9.00,9.74,9.39,9.62,33.01
