epoch,seconds,min,max,mean,median,percentNodesUsed
0,0.24,9.00,9.56,9.21,9.00,36.60
1,0.25,9.00,9.58,9.28,9.42,36.60
2,0.25,9.00,9.54,9.08,9.00,36.60
3,0.30,9.00,9.52,9.19,9.00,36.60
4,0.35,9.00,9.50,9.07,9.00,36.60
5,0.46,9.00,9.46,9.19,9.00,36.60
6,0.44,9.00,9.48,9.13,9.00,36.60
7,0.40,8.92,9.52,9.06,9.00,36.60
8,0.41,9.00,9.50,9.13,9.00,36.60
9,0.37,9.00,9.00,9.00,9.00,36.60
10,0.37,9.00,9.40,9.06,9.00,36.60
11,0.34,9.00,9.48,9.17,9.00,36.60
12,0.33,9.00,9.38,9.11,9.00,36.60
13,0.29,9.00,9.62,9.09,9.00,36.60
14,0.30,9.00,9.54,9.13,9.00,36.60
15,0.28,9.00,9.60,9.30,9.44,36.60
16,0.28,9.00,9.46,9.07,9.00,36.60
17,0.24,9.00,9.62,9.09,9.00,36.60
18,0.24,9.00,9.48,9.12,9.00,36.60
19,0.24,9.00,9.54,9.15,9.00,36.60
20,0.25,9.00,9.54,9.14,9.00,36.60
21,0.27,9.00,9.60,9.16,9.00,36.60
22,0.27,9.00,9.56,9.27,9.38,36.60
23,0.27,9.00,9.60,9.09,9.00,36.60
24,0.23,9.00,9.54,9.15,9.00,36.60
25,0.26,9.00,9.44,9.06,9.00,36.60
26,0.27,9.00,9.46,9.12,9.00,36.60
27,0.31,9.00,9.64,9.24,9.00,36.60
28,0.26,9.00,9.44,9.06,9.00,36.60
29,0.23,9.00,9.48,9.13,9.00,36.60
30,0.24,9.00,9.50,9.25,9.34,36.60
31,0.24,9.00,9.62,9.09,9.00,36.60
32,0.25,9.00,9.50,9.25,9.38,46.73
33,0.27,9.00,9.54,9.26,9.40,46.73
34,0.25,9.00,9.54,9.26,9.38,46.73
35,0.28,9.00,9.42,9.11,9.00,46.73
36,0.27,9.00,9.50,9.13,9.00,46.73
37,0.27,9.00,9.52,9.20,9.00,46.73
38,0.26,9.00,9.54,9.26,9.40,46.73
39,0.27,9.00,9.54,9.14,9.00,46.73
40,0.29,9.00,9.52,9.24,9.30,46.73
41,0.28,9.00,9.54,9.27,9.44,46.73
42,0.27,9.00,9.00,9.00,9.00,46.73
43,0.26,9.00,9.50,9.14,9.00,46.73
44,0.26,9.00,9.56,9.20,9.00,46.73
45,0.28,9.00,9.40,9.06,9.00,46.73
46,0.29,9.00,9.54,9.14,9.00,46.73
47,0.28,9.00,9.62,9.22,9.00,46.73
48,0.26,9.00,9.00,9.00,9.00,46.73
