epoch,seconds,min,max,mean,median,percentNodesUsed
0,1.72,-143.98,-129.74,-135.09,-133.31,51.92
1,2.45,-143.86,-132.07,-137.90,-137.96,51.92
2,2.28,-530.83,-126.09,-190.12,-133.01,51.92
3,1.66,-143.36,-131.72,-137.17,-137.21,51.92
4,2.37,-141.23,-130.73,-135.41,-135.59,51.92
5,2.05,-138.68,-130.62,-134.03,-133.84,51.92
6,1.62,-141.90,-129.45,-134.63,-131.83,51.92
7,2.67,-143.68,-129.30,-134.81,-133.51,51.92
8,2.00,-146.09,-127.05,-135.02,-134.43,51.92
9,1.60,-142.61,-129.13,-135.64,-135.06,51.92
10,2.75,-140.89,-126.01,-133.10,-130.57,51.92
11,1.62,-140.60,-127.81,-134.28,-133.89,51.92
12,1.68,-140.17,-126.50,-134.80,-133.51,51.92
13,2.53,-139.93,-125.93,-134.30,-134.81,51.92
14,1.67,-141.00,-126.39,-134.13,-134.33,51.92
15,1.56,-145.90,-127.86,-135.86,-134.49,51.92
16,2.86,-143.33,-128.36,-136.50,-137.45,51.92
17,1.79,-142.17,-129.60,-135.29,-133.55,51.92
18,1.59,-139.69,-130.50,-136.35,-137.63,51.92
19,2.70,-140.87,-126.74,-133.09,-132.53,51.92
20,1.72,-145.62,-125.90,-134.89,-131.42,51.92
21,3.07,-673.24,-127.21,-209.79,-135.28,51.92
22,2.01,-142.64,-135.08,-137.94,-136.64,51.92
23,1.69,-142.40,-129.85,-135.51,-134.61,51.92
24,2.41,-140.45,-130.97,-136.28,-137.31,51.92
25,2.04,-140.40,-125.45,-131.60,-130.64,51.60
26,1.59,-141.71,-128.76,-134.06,-132.87,51.60
27,2.81,-139.76,-124.42,-132.77,-132.99,51.60
28,1.74,-142.93,-129.39,-134.52,-132.87,51.60
29,1.62,-140.56,-127.77,-134.53,-134.34,51.60
30,2.61,-143.92,-126.11,-137.59,-139.14,51.60
31,1.66,-142.62,-132.61,-136.99,-135.42,51.60
32,1.93,-456.92,-126.12,-179.83,-135.57,51.60
33,2.68,-137.48,-130.54,-133.24,-133.22,51.60
34,1.65,-146.40,-127.17,-136.15,-135.10,51.60
35,1.61,-138.76,-129.25,-134.49,-133.10,51.60
36,2.87,-141.24,-125.57,-135.66,-137.13,51.60
37,1.66,-136.16,-126.12,-132.34,-132.80,51.60
38,1.62,-147.17,-126.62,-136.04,-133.82,51.60
39,2.83,-145.12,-126.22,-135.10,-134.95,51.60
40,1.66,-143.55,-130.56,-134.69,-133.75,51.60
41,1.91,-140.19,-131.04,-135.04,-134.79,51.60
42,2.68,-137.04,-130.22,-133.98,-133.91,51.60
43,1.66,-141.51,-125.99,-133.91,-133.91,51.60
44,2.90,-139.83,-126.41,-133.54,-133.33,51.60
45,1.99,-137.02,-128.64,-132.68,-131.77,51.60
46,1.77,-143.02,-129.20,-133.97,-132.50,51.60
47,2.76,-144.82,-122.06,-133.10,-133.38,51.60
48,1.85,-141.06,-118.51,-133.56,-135.63,51.60
49,1.56,-144.04,-123.72,-133.18,-131.07,51.60
50,2.22,-149.47,-121.87,-136.48,-136.77,51.60
51,2.16,-148.33,-131.08,-137.95,-137.22,51.60
52,1.66,-141.98,-124.34,-134.87,-135.02,51.60
53,1.68,-140.83,-127.03,-134.71,-134.79,51.60
54,2.46,-141.05,-127.73,-134.53,-134.71,51.60
55,1.53,-142.88,-131.76,-135.70,-136.02,51.60
56,1.56,-138.46,-126.37,-133.60,-135.13,51.60
57,2.71,-141.63,-128.92,-134.18,-132.89,51.60
58,1.60,-140.81,-124.67,-132.96,-131.62,51.60
59,1.65,-139.65,-133.19,-136.78,-137.54,51.60
60,2.65,-136.79,-129.29,-133.75,-134.34,51.60
61,1.61,-138.03,-130.62,-134.78,-134.41,51.60
62,1.56,-141.94,-134.86,-137.91,-137.91,51.60
63,2.31,-138.26,-131.24,-135.79,-137.06,51.60
64,2.15,-142.07,-120.64,-133.52,-135.95,51.60
65,1.74,-138.71,-128.80,-134.83,-135.59,51.60
66,1.56,-144.62,-120.49,-132.40,-132.48,51.60
67,2.70,-136.97,-123.87,-129.54,-128.73,51.60
68,1.67,-140.54,-130.44,-134.38,-134.27,51.60
69,1.57,-143.70,-128.92,-137.67,-140.81,51.28
70,2.54,-139.00,-125.45,-132.96,-132.86,51.28
71,2.27,-140.10,-128.06,-136.35,-138.14,51.28
72,1.64,-141.02,-130.97,-134.23,-131.52,51.28
73,3.05,-491.91,-122.80,-185.87,-136.97,51.28
74,1.74,-140.37,-126.09,-132.99,-131.74,51.28
75,1.63,-145.54,-132.75,-138.30,-136.97,51.28
76,2.57,-139.97,-125.46,-133.77,-134.00,51.28
77,2.09,-137.41,-129.22,-133.44,-133.27,51.28
78,1.70,-141.67,-126.19,-133.87,-134.79,51.28
79,2.49,-141.03,-131.06,-134.88,-133.10,51.28
80,1.90,-142.10,-129.33,-133.43,-132.53,51.28
81,1.63,-142.56,-131.37,-136.53,-135.96,51.28
82,2.40,-143.01,-129.64,-135.93,-136.32,51.28
83,2.06,-146.48,-130.44,-137.34,-136.67,51.28
84,1.90,-141.74,-131.57,-136.53,-137.10,51.28
85,2.74,-145.84,-125.41,-136.18,-138.11,51.28
86,2.22,-139.98,-126.82,-133.61,-134.44,51.28
87,1.84,-139.90,-125.64,-133.64,-134.38,51.28
88,3.02,-136.58,-127.82,-131.77,-131.33,51.28
89,2.23,-136.45,-127.55,-132.50,-131.93,51.28
