epoch,seconds,min,max,mean,median,percentNodesUsed
0,5.81,-140.77,-128.07,-135.32,-135.60,38.78
1,1.26,-138.45,-125.07,-134.98,-137.15,38.78
2,1.15,-139.56,-126.77,-134.87,-137.10,38.78
3,1.11,-138.72,-129.81,-133.92,-133.78,38.78
4,1.13,-139.85,-124.85,-135.18,-135.82,38.78
5,2.15,-652.89,-131.62,-209.09,-136.85,38.78
6,1.17,-138.97,-126.96,-132.28,-133.57,38.78
7,1.13,-142.90,-129.25,-135.95,-136.78,38.78
8,1.16,-140.22,-128.10,-136.38,-137.42,38.78
9,1.13,-139.70,-130.29,-136.45,-137.69,38.78
10,1.15,-138.06,-131.10,-133.35,-133.07,38.78
11,1.12,-145.12,-129.51,-135.03,-133.18,38.78
12,1.14,-142.24,-126.67,-135.06,-135.24,38.78
13,1.20,-594.03,-129.18,-202.41,-137.23,38.78
14,1.15,-145.25,-128.27,-135.94,-136.62,38.46
15,1.11,-145.53,-127.27,-132.80,-131.59,36.54
16,1.09,-134.49,-130.74,-132.21,-131.61,36.86
17,1.09,-141.18,-126.59,-138.08,-140.49,36.86
18,1.07,-139.08,-133.26,-136.45,-136.96,36.86
19,1.09,-146.50,-132.34,-136.03,-133.62,36.86
20,1.24,-138.73,-123.76,-131.49,-130.51,36.86
21,1.10,-139.79,-132.00,-135.39,-135.20,36.86
22,1.05,-149.50,-131.53,-136.74,-133.31,36.86
23,1.08,-143.29,-128.93,-135.76,-134.26,36.86
24,1.07,-141.90,-127.32,-135.56,-134.81,37.18
25,1.10,-136.07,-129.81,-133.20,-133.50,37.18
26,1.06,-139.47,-126.41,-132.49,-132.83,37.18
27,1.07,-141.29,-125.72,-132.59,-132.24,37.18
28,1.09,-223.97,-131.62,-147.28,-135.11,37.18
29,1.09,-140.39,-131.17,-134.77,-134.03,37.18
30,1.12,-141.02,-129.52,-132.72,-132.02,37.18
31,1.07,-140.26,-124.35,-133.52,-134.22,37.18
32,1.08,-141.86,-123.34,-131.85,-128.34,37.18
33,1.23,-147.37,-132.82,-137.18,-135.88,37.18
34,1.17,-141.67,-130.47,-134.38,-131.81,37.18
35,1.43,-140.65,-129.24,-134.53,-133.85,51.28
36,1.63,-138.57,-125.01,-133.64,-133.58,51.28
37,1.58,-138.27,-123.24,-133.22,-133.86,51.28
38,1.57,-137.30,-131.08,-134.47,-134.51,51.28
39,1.55,-138.99,-126.63,-131.75,-129.66,51.28
40,1.56,-138.77,-132.15,-135.61,-135.99,51.28
41,1.55,-141.92,-129.74,-134.69,-133.10,51.28
42,1.66,-137.14,-124.33,-133.61,-135.26,51.28
43,1.45,-142.08,-129.15,-136.21,-136.55,51.28
44,1.43,-138.86,-128.74,-134.58,-134.51,51.28
45,1.45,-144.07,-126.29,-136.39,-136.46,51.28
46,1.44,-143.22,-128.76,-134.76,-134.29,51.28
47,1.42,-178.57,-131.35,-142.04,-135.81,51.28
48,1.37,-602.73,-129.27,-201.42,-134.39,51.28
49,1.40,-140.21,-128.66,-134.14,-135.35,51.28
50,1.39,-139.84,-129.80,-136.30,-137.01,51.28
51,1.75,-137.69,-126.36,-131.59,-130.29,51.28
52,1.45,-140.73,-128.62,-134.26,-134.10,51.28
53,1.71,-146.66,-126.93,-135.92,-136.50,51.28
54,1.55,-142.16,-129.00,-133.48,-133.98,51.28
55,1.48,-139.51,-129.39,-135.36,-137.67,51.28
56,1.54,-143.41,-127.30,-137.56,-139.10,51.28
57,1.56,-314.24,-130.28,-161.40,-137.75,50.64
58,1.52,-138.19,-127.18,-134.18,-134.35,50.64
59,1.52,-141.07,-124.64,-132.72,-132.32,50.64
60,1.47,-140.70,-130.14,-135.91,-135.22,50.32
61,1.57,-136.71,-127.86,-133.54,-134.45,50.32
62,1.50,-144.13,-135.59,-139.47,-139.43,50.32
63,1.49,-138.35,-128.39,-133.24,-133.78,50.32
64,1.44,-135.79,-129.52,-132.15,-131.94,50.32
65,1.50,-137.25,-131.85,-134.37,-134.10,50.32
66,1.42,-144.64,-128.58,-134.82,-133.72,50.32
