epoch,seconds,min,max,mean,median,percentNodesUsed
0,1.69,-138.84,-130.83,-135.52,-135.42,53.21
1,1.70,-142.79,-132.01,-136.14,-135.02,53.21
2,1.71,-143.81,-130.08,-135.42,-133.99,53.21
3,1.85,-138.60,-126.92,-134.75,-138.10,53.21
4,1.71,-137.57,-127.71,-132.76,-132.86,53.21
5,1.67,-140.64,-133.83,-135.65,-134.64,53.21
6,1.73,-141.72,-126.11,-133.84,-134.27,53.21
7,1.69,-141.47,-132.69,-137.49,-136.84,53.21
8,1.74,-140.38,-131.98,-136.03,-136.58,53.21
9,1.75,-140.74,-127.44,-136.31,-136.94,53.21
10,1.78,-142.79,-125.14,-134.42,-134.10,53.21
11,1.68,-136.08,-129.06,-133.03,-133.35,53.21
12,1.72,-144.96,-130.60,-138.14,-137.79,53.21
13,1.99,-139.88,-126.90,-132.05,-131.10,53.21
14,2.24,-136.97,-123.90,-130.94,-129.54,53.21
15,2.43,-142.48,-124.92,-136.03,-137.50,53.21
16,1.86,-140.33,-122.33,-134.26,-137.35,53.21
17,2.07,-138.44,-130.12,-134.83,-135.02,53.21
18,1.82,-137.00,-124.17,-131.39,-133.53,53.21
19,1.80,-140.73,-125.83,-134.98,-134.93,53.21
20,1.99,-145.44,-131.31,-138.44,-139.34,53.21
21,1.74,-140.79,-126.25,-134.41,-135.89,53.21
22,1.93,-135.98,-124.11,-131.13,-130.59,53.21
23,1.70,-140.00,-134.02,-136.94,-137.62,53.21
24,1.69,-141.47,-129.03,-135.80,-137.25,53.21
25,1.94,-144.86,-129.27,-136.94,-137.43,53.21
26,1.88,-141.56,-127.94,-134.16,-133.78,53.21
27,1.94,-139.72,-123.39,-132.04,-131.75,53.21
28,1.98,-135.30,-126.26,-130.27,-128.04,53.21
29,2.37,-143.33,-134.12,-137.40,-135.85,53.21
30,1.88,-144.31,-124.71,-137.27,-138.67,53.21
31,1.91,-140.27,-126.74,-133.25,-134.05,53.21
32,1.87,-141.52,-130.35,-136.58,-136.40,53.21
33,1.87,-140.51,-127.49,-133.98,-134.44,53.21
34,1.82,-138.95,-134.84,-136.89,-137.06,53.21
