epoch,seconds,min,max,mean,median,percentNodesUsed
0,1.73,-142.83,-130.33,-136.18,-136.03,61.86
1,2.54,-144.24,-131.25,-136.57,-134.58,61.86
2,3.09,-141.02,-128.98,-135.12,-134.53,62.50
3,1.73,-138.38,-122.37,-131.71,-132.86,62.50
4,1.98,-769.08,-131.08,-225.03,-132.21,63.46
5,3.30,-143.54,-124.47,-137.31,-139.14,63.46
6,2.56,-139.62,-127.51,-135.18,-136.19,63.46
7,2.11,-140.74,-130.18,-133.74,-133.24,63.46
8,1.82,-137.22,-132.32,-134.56,-135.22,63.46
9,3.04,-141.47,-126.91,-136.91,-138.78,63.46
10,2.82,-138.36,-127.68,-133.86,-134.42,63.46
11,2.32,-141.01,-126.96,-134.83,-135.94,63.46
12,1.88,-143.34,-126.00,-134.22,-133.09,63.46
13,1.91,-149.31,-133.45,-138.19,-136.80,63.46
14,3.13,-143.81,-130.58,-136.02,-135.55,63.46
15,2.90,-144.39,-126.87,-135.08,-134.53,63.46
16,2.10,-287.16,-131.46,-156.89,-134.58,63.46
17,1.69,-141.13,-132.34,-135.67,-134.66,63.46
18,2.19,-142.95,-128.36,-136.17,-137.42,63.46
19,2.74,-138.99,-121.18,-133.11,-133.69,63.46
20,2.87,-140.70,-132.23,-137.12,-137.24,63.46
21,2.11,-145.02,-132.15,-136.62,-135.71,63.46
22,1.78,-140.48,-128.49,-134.75,-135.28,63.46
23,2.74,-144.44,-131.30,-134.95,-133.49,63.46
24,2.82,-140.95,-124.31,-134.81,-135.17,63.46
25,2.02,-138.85,-128.46,-133.34,-132.25,63.46
26,1.92,-142.74,-133.68,-136.77,-135.64,63.46
27,2.91,-139.29,-132.74,-136.49,-136.79,63.46
28,2.82,-147.22,-132.72,-137.41,-135.35,63.46
29,2.05,-144.80,-128.69,-134.81,-133.85,63.46
30,2.08,-139.29,-127.38,-135.33,-136.08,63.46
31,2.95,-585.95,-124.01,-194.79,-128.12,63.46
32,2.77,-139.58,-128.85,-133.93,-135.45,63.46
33,2.13,-137.90,-129.04,-133.10,-133.27,63.46
